winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
USA,"{'p_305_0': 'SpaceX', 'p_305_1': 'SpaceX'}",1.7424321798402962e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7779790940766551, 'Israel': 0.7706291390728477, 'Japan': 0.7865658362989323, 'Russia': 0.875930583501006, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8685234899328858, 'SpaceX': 0.9722222222222222}","{'China': 3.8569546446265575e-14, 'France': 5.1600138047282286e-20, 'Germany': 1.515220492365016e-18, 'India': 5.417305074708452e-22, 'Israel': 3.0714722405602185e-16, 'Japan': 6.280359886557532e-20, 'Russia': 3.8519238385459307e-14, 'UAE': 6.277269566061212e-22, 'UK': 0.0007942736395121696, 'ULA': 1.4269851183685996e-06, 'USA': 0.9992042993752853, 'SpaceX': 6.766423709596773e-15}",305,2015,0.9543956361902969,True,SpaceX,0.09629163872121616,1,0.031068352357355278,True
SpaceX,{'p_307_1': 'SpaceX'},1.3957901874929303e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7779790940766551, 'Israel': 0.7706291390728477, 'Japan': 0.7865658362989323, 'Russia': 0.875930583501006, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8747842761265578, 'SpaceX': 0.9722222222222222}","{'China': 6.481825713353235e-17, 'France': 2.5258285847385125e-18, 'Germany': 1.983742372942142e-09, 'India': 6.612439474936944e-18, 'Israel': 2.287228892837932e-09, 'Japan': 1.1386476075881438e-13, 'Russia': 2.48691218157851e-15, 'UAE': 2.3581091129429208e-17, 'UK': 0.031674399821301755, 'ULA': 6.792928675645925e-17, 'USA': 3.732748279913964e-17, 'SpaceX': 0.9683255959076105}",307,2022,0.9854639885476522,True,SpaceX,0.09629163872121616,1,0.0,True
Israel,{'p_315_0': 'SpaceX'},3.9418710360490404e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7779790940766551, 'Israel': 0.7706291390728477, 'Japan': 0.7865658362989323, 'Russia': 0.875930583501006, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8747842761265578, 'SpaceX': 0.9736842105263158}","{'China': 1.95189640078454e-21, 'France': 2.310855375289275e-22, 'Germany': 4.0989072206728047e-23, 'India': 1.1713566206767826e-09, 'Israel': 0.9999999988152325, 'Japan': 2.4512247867587576e-17, 'Russia': 3.7773403858094846e-13, 'UAE': 1.3481680930773898e-19, 'UK': 6.749486833855149e-24, 'ULA': 2.739811105914833e-22, 'USA': 2.9386492596514165e-20, 'SpaceX': 1.3032929478128873e-11}",315,2025,0.7913958229561631,True,SpaceX,0.09775362702530976,1,0.1940681655914891,True
USA,{'p_317_0': 'SpaceX'},1.5582935913684032e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7779790940766551, 'Israel': 0.7815515610217597, 'Japan': 0.7865658362989323, 'Russia': 0.875930583501006, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8747842761265578, 'SpaceX': 0.9736842105263158}","{'China': 6.507450564533678e-17, 'France': 1.2835303150265965e-21, 'Germany': 1.2844685295771998e-19, 'India': 6.643250524867273e-15, 'Israel': 3.77315827408746e-12, 'Japan': 1.9285196403800323e-21, 'Russia': 9.50568107661526e-28, 'UAE': 6.301291360332257e-26, 'UK': 2.0943017783187237e-18, 'ULA': 1.8934776271578738e-22, 'USA': 0.9999999999962201, 'SpaceX': 1.3852547158231242e-24}",317,2018,0.9543956361902969,True,SpaceX,0.09775362702530976,1,0.031068352357355278,True
Russia,"{'p_318_1': 'SpaceX', 'p_318_0': 'SpaceX'}",1.1307147675091643e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7779790940766551, 'Israel': 0.7815515610217597, 'Japan': 0.7865658362989323, 'Russia': 0.875930583501006, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 1.018682253823196e-14, 'France': 7.003470927342275e-16, 'Germany': 0.12247183157643143, 'India': 1.0815082591273114e-14, 'Israel': 6.581324701478888e-20, 'Japan': 6.144618250688384e-16, 'Russia': 0.877527321441983, 'UAE': 5.214541921360683e-16, 'UK': 8.467320755803203e-07, 'ULA': 2.483966486322409e-10, 'USA': 1.0895797018671321e-12, 'SpaceX': 1.047245296259801e-15}",318,2015,0.9648562412942798,True,SpaceX,0.0932083105873287,1,0.020607747253372333,True
India,{'p_323_0': 'SpaceX'},5.131195393057563e+17,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7779790940766551, 'Israel': 0.7815515610217597, 'Japan': 0.7865658362989323, 'Russia': 0.8802088392423507, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 9.60569300897465e-11, 'France': 7.261896175840126e-13, 'Germany': 1.029396346717837e-18, 'India': 0.9999999997570505, 'Israel': 2.1218923257637816e-19, 'Japan': 1.6234203023843509e-18, 'Russia': 1.5305485283424537e-13, 'UAE': 4.2968568430306226e-23, 'UK': 1.3330229742960945e-16, 'ULA': 4.586721080975596e-15, 'USA': 1.163403576590411e-13, 'SpaceX': 1.4589244321526416e-10}",323,2015,0.85145063362918,False,SpaceX,0.0932083105873287,1,0.1340133549184721,True
Japan,"{'p_325_0': 'SpaceX', 'p_325_1': 'SpaceX'}",3.6669107216945756e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7409324705491953, 'Israel': 0.7815515610217597, 'Japan': 0.7865658362989323, 'Russia': 0.8802088392423507, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 1.926961152496624e-18, 'France': 6.181038284919883e-06, 'Germany': 2.3041766361911903e-13, 'India': 1.8288755616973867e-20, 'Israel': 5.715357534704223e-13, 'Japan': 0.999993812619974, 'Russia': 4.542456683338476e-21, 'UAE': 6.32888100392388e-09, 'UK': 9.577217017854686e-23, 'ULA': 6.4612347353598836e-18, 'USA': 1.2058042151647877e-11, 'SpaceX': 1.8245808580515863e-18}",325,2025,0.9048400513697621,True,SpaceX,0.0932083105873287,1,0.08062393717789007,True
India,{'p_332_1': 'SpaceX'},1.1145908794966272e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7409324705491953, 'Israel': 0.7815515610217597, 'Japan': 0.8029838488913221, 'Russia': 0.8802088392423507, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 4.370529701909824e-13, 'France': 9.059947792091821e-14, 'Germany': 7.243009122418346e-07, 'India': 0.9999760334869178, 'Israel': 1.1253545465885982e-14, 'Japan': 2.3171858519755154e-05, 'Russia': 5.354656782133812e-08, 'UAE': 5.29175747298925e-16, 'UK': 1.109962400090258e-08, 'ULA': 5.701127861450268e-09, 'USA': 5.5227645799495214e-14, 'SpaceX': 5.7358258850163254e-12}",332,2018,0.85145063362918,True,SpaceX,0.0932083105873287,1,0.1340133549184721,True
Japan,"{'p_333_0': 'SpaceX', 'p_333_1': 'SpaceX'}",3.4114008114877087e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8029838488913221, 'Russia': 0.8802088392423507, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 1.3961024598622274e-06, 'France': 0.0063421600091361, 'Germany': 8.070020957098649e-09, 'India': 0.0005779057820131388, 'Israel': 0.027227217039380875, 'Japan': 0.9561267906518994, 'Russia': 0.009723506814615616, 'UAE': 3.3582191699784707e-07, 'UK': 5.345548279756441e-07, 'ULA': 7.611198366102946e-10, 'USA': 1.4432579490690895e-07, 'SpaceX': 6.681440166329558e-11}",333,2020,0.9048400513697621,True,SpaceX,0.0932083105873287,1,0.08062393717789007,True
Russia,{'p_339_0': 'SpaceX'},2527727403582.156,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8170564311133706, 'Russia': 0.8802088392423507, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 6.499602840450773e-16, 'France': 8.097516812294457e-08, 'Germany': 3.792641382519624e-18, 'India': 1.4660541328134546e-09, 'Israel': 1.648473654401183e-13, 'Japan': 4.617015176766608e-16, 'Russia': 0.9999387438529678, 'UAE': 2.8733261137114374e-16, 'UK': 2.549979625353185e-08, 'ULA': 6.114729815909274e-05, 'USA': 8.769825055276931e-16, 'SpaceX': 9.076875037322378e-10}",339,2012,0.9648562412942798,True,SpaceX,0.0932083105873287,1,0.020607747253372333,True
Japan,{'p_342_0': 'SpaceX'},2418838324817.474,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8170564311133706, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 4.794230174427329e-26, 'France': 4.937192433642703e-11, 'Germany': 1.0667311209334972e-26, 'India': 3.790474864729627e-24, 'Israel': 5.524653600441685e-29, 'Japan': 0.999999999950628, 'Russia': 1.2026693190307087e-32, 'UAE': 4.1380011905203295e-27, 'UK': 2.9337131727009646e-25, 'ULA': 9.342173439089246e-18, 'USA': 6.914673418779456e-18, 'SpaceX': 3.922441082790688e-19}",342,2013,0.9048400513697621,True,SpaceX,0.08948233259204352,1,0.08062393717789007,True
China,{'p_345_0': 'SpaceX'},4.122696441705687e+18,"{'China': 0.7658771929824562, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8292526690391459, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 3.0700113652800205e-05, 'France': 8.276446384076736e-08, 'Germany': 0.0003653553958826258, 'India': 5.787502523761021e-06, 'Israel': 1.7538293180960348e-06, 'Japan': 8.13390229305462e-10, 'Russia': 0.9978892016970866, 'UAE': 7.890767925575393e-05, 'UK': 5.897391614142111e-05, 'ULA': 2.138152345841005e-08, 'USA': 3.892392063503381e-06, 'SpaceX': 0.0015653225146978831}",345,2023,0.7155727441254911,True,SpaceX,0.08948233259204352,1,0.26989124442216106,True
UK,"{'p_355_0': 'SpaceX', 'p_355_2': 'SpaceX'}",3.8958308909096504e+18,"{'China': 0.7805098684210526, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8292526690391459, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.8198311273391147, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 1.184004407089047e-10, 'France': 7.9494951152735e-08, 'Germany': 4.208777923452752e-17, 'India': 5.0723575965150205e-11, 'Israel': 2.8980170472980686e-21, 'Japan': 6.681242502232531e-14, 'Russia': 1.3493740436713287e-14, 'UAE': 8.352182551840315e-05, 'UK': 0.9999163965873911, 'ULA': 1.9020091592235344e-09, 'USA': 2.0559092577014917e-11, 'SpaceX': 3.6685269156322106e-13}",355,2022,0.8740152822174178,True,SpaceX,0.08948233259204352,1,0.1114487063302344,True
USA,{'p_356_0': 'SpaceX'},1.4180363809760607e+18,"{'China': 0.7805098684210526, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8292526690391459, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8804758999389871, 'SpaceX': 0.9736842105263158}","{'China': 2.425987467928088e-22, 'France': 1.5571423254890305e-18, 'Germany': 5.791888336778722e-12, 'India': 4.752929333274207e-20, 'Israel': 4.361170248739169e-19, 'Japan': 3.324272598067285e-06, 'Russia': 7.491900671706102e-17, 'UAE': 6.247836807299981e-24, 'UK': 2.2129849893333205e-14, 'ULA': 1.2596330906810255e-25, 'USA': 0.9999966757215878, 'SpaceX': 2.316914925747871e-25}",356,2022,0.9543956361902969,True,SpaceX,0.08948233259204352,1,0.031068352357355278,True
India,{'p_358_0': 'SpaceX'},2.649503413668848e+17,"{'China': 0.7805098684210526, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7527082673424137, 'Israel': 0.7815515610217597, 'Japan': 0.8292526690391459, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 1.5647909120874383e-13, 'France': 2.493865074655017e-07, 'Germany': 1.1037170149134455e-14, 'India': 0.9999985360734804, 'Israel': 2.402388337935442e-07, 'Japan': 4.439227993945093e-14, 'Russia': 2.4299929661884167e-15, 'UAE': 1.3565428439150966e-15, 'UK': 2.5592010250265427e-13, 'ULA': 9.742479110653685e-07, 'USA': 5.279576219119968e-11, 'SpaceX': 3.4990881862591593e-22}",358,2021,0.85145063362918,True,SpaceX,0.08801161058467599,1,0.1340133549184721,True
France,{'p_362_0': 'SpaceX'},2306258849871.593,"{'China': 0.7805098684210526, 'France': 0.6790634674922601, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7815515610217597, 'Japan': 0.8292526690391459, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 1.313429127714516e-21, 'France': 0.999997651185201, 'Germany': 5.501700500337452e-20, 'India': 2.0167072975470238e-17, 'Israel': 5.0148082090807604e-11, 'Japan': 1.0512905520908701e-21, 'Russia': 3.2222227408807623e-21, 'UAE': 1.0276266037540508e-24, 'UK': 1.4625642780565478e-22, 'ULA': 6.832426916835624e-24, 'USA': 1.0651352234045067e-18, 'SpaceX': 2.348764650893907e-06}",362,2012,0.6948168424215722,True,SpaceX,0.08801161058467599,1,0.29064714612608,True
Japan,{'p_365_0': 'SpaceX'},1.1556555619041385e+18,"{'China': 0.7805098684210526, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7815515610217597, 'Japan': 0.8292526690391459, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 0.001524885760688708, 'France': 1.2281573734099365e-19, 'Germany': 1.5814111351566906e-21, 'India': 4.023578149985294e-17, 'Israel': 1.6815726027516387e-11, 'Japan': 0.9984751142205394, 'Russia': 6.569648787747177e-15, 'UAE': 2.430142767007159e-20, 'UK': 2.991278503124194e-20, 'ULA': 3.637542874561117e-21, 'USA': 1.949628656039339e-12, 'SpaceX': 8.456316301199513e-17}",365,2019,0.9048400513697621,True,SpaceX,0.08801161058467599,1,0.08062393717789007,True
Japan,{'p_368_0': 'SpaceX'},3261647495368.2056,"{'China': 0.7805098684210526, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7815515610217597, 'Japan': 0.8399243772241993, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 3.669322660989523e-05, 'France': 1.5249349800266276e-09, 'Germany': 1.368471438825735e-06, 'India': 1.9144837156151935e-05, 'Israel': 1.1349318796177421e-07, 'Japan': 0.967057817566848, 'Russia': 0.030057824187593136, 'UAE': 1.4373853279329395e-06, 'UK': 0.002788680586378869, 'ULA': 1.2659043295400053e-07, 'USA': 2.4735332608021606e-06, 'SpaceX': 3.431859683045364e-05}",368,2012,0.9048400513697621,True,SpaceX,0.08801161058467599,1,0.08062393717789007,True
China,{'p_372_0': 'SpaceX'},4.3642792877567e+18,"{'China': 0.7805098684210526, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7815515610217597, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 0.9988123797033465, 'France': 2.7061410344160114e-09, 'Germany': 5.8394719477028385e-12, 'India': 5.709888436380055e-10, 'Israel': 3.7122813537145457e-13, 'Japan': 6.268939908700983e-10, 'Russia': 0.0011855791548722094, 'UAE': 2.0350816240526067e-06, 'UK': 6.45543733460258e-11, 'ULA': 1.6556473813253856e-09, 'USA': 1.49469295610599e-11, 'SpaceX': 4.1477407388331363e-10}",372,2017,0.7155727441254911,True,SpaceX,0.08801161058467599,1,0.26989124442216106,True
Israel,{'p_373_1': 'SpaceX'},1.9846241183826207e+18,"{'China': 0.7934210526315789, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7815515610217597, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 6.629449721762789e-11, 'France': 5.437387812990969e-14, 'Germany': 2.84919454239369e-11, 'India': 6.543682826801139e-08, 'Israel': 0.9961481104538477, 'Japan': 2.4111317506171116e-07, 'Russia': 1.926843802956528e-15, 'UAE': 0.003732539763823558, 'UK': 3.898349234553316e-09, 'ULA': 9.011810380969953e-15, 'USA': 0.00011903904065502478, 'SpaceX': 1.9846948084991833e-10}",373,2016,0.7913958229561631,True,SpaceX,0.08801161058467599,1,0.1940681655914891,True
ULA,"{'p_378_0': 'SpaceX', 'p_378_2': 'SpaceX'}",7.987509315470792e+17,"{'China': 0.7934210526315789, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8728027681660899, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 3.70051943605459e-11, 'France': 1.719053258334595e-13, 'Germany': 7.947072831619401e-14, 'India': 0.0041241731638952, 'Israel': 2.382098074897724e-15, 'Japan': 7.333325225112684e-12, 'Russia': 0.007570195529039791, 'UAE': 2.490689683908534e-05, 'UK': 3.52618683448657e-15, 'ULA': 0.9882807243654922, 'USA': 2.2044737767914534e-17, 'SpaceX': 1.3795666705397508e-13}",378,2021,0.9712378497734775,True,SpaceX,0.08801161058467599,1,0.014226138774174668,True
USA,"{'p_380_0': 'SpaceX', 'p_380_1': 'SpaceX'}",5308395417344.392,"{'China': 0.7934210526315789, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8856725999416398, 'SpaceX': 0.9736842105263158}","{'China': 1.8356891565914133e-06, 'France': 1.9478884242093627e-07, 'Germany': 4.558386784553086e-06, 'India': 0.0031765619691740805, 'Israel': 6.380894480042168e-07, 'Japan': 1.3356431567429918e-07, 'Russia': 6.040092594433543e-10, 'UAE': 6.681587295974706e-07, 'UK': 0.024394246929234933, 'ULA': 0.011070196273320936, 'USA': 0.9613509651995005, 'SpaceX': 3.474835501346879e-10}",380,2013,0.9543956361902969,True,SpaceX,0.08801161058467599,1,0.031068352357355278,True
China,{'p_384_0': 'SpaceX'},2.0493812583059044e+18,"{'China': 0.7934210526315789, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.9736842105263158}","{'China': 0.005986322960913086, 'France': 6.772382187110871e-11, 'Germany': 3.2853111694431765e-08, 'India': 6.784188373812288e-10, 'Israel': 1.636054119539036e-09, 'Japan': 1.1543891746125721e-06, 'Russia': 2.211173917492419e-09, 'UAE': 0.9868340046146575, 'UK': 0.004155752693715748, 'ULA': 0.001302370185186025, 'USA': 3.245863827924474e-07, 'SpaceX': 0.0017200331234879394}",384,2019,0.7155727441254911,True,SpaceX,0.08324796891557762,1,0.26989124442216106,True
India,"{'p_385_0': 'SpaceX', 'p_385_1': 'SpaceX'}",5528638102329.7705,"{'China': 0.8048976608187135, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7634600818057871, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.9736842105263158}","{'China': 1.1335829694841047e-06, 'France': 3.182475410556622e-07, 'Germany': 4.796900773672724e-12, 'India': 0.3013145091106703, 'Israel': 6.3447431675588846e-09, 'Japan': 0.6986740168831509, 'Russia': 1.3182360192579644e-12, 'UAE': 1.001582476340545e-05, 'UK': 1.7235035004904116e-16, 'ULA': 4.214466907744921e-14, 'USA': 1.9286886364731476e-16, 'SpaceX': 4.19630548550912e-15}",385,2012,0.85145063362918,True,SpaceX,0.08324796891557762,1,0.1340133549184721,True
Russia,{'p_387_0': 'SpaceX'},4.398902465549652e+17,"{'China': 0.8048976608187135, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7733159117305459, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8842018779342723, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.9736842105263158}","{'China': 4.46022814913764e-13, 'France': 6.7283884535524385e-09, 'Germany': 1.070553732096199e-18, 'India': 2.4110721499042804e-15, 'Israel': 8.889404148141442e-10, 'Japan': 9.917217000357058e-16, 'Russia': 0.9999205783473101, 'UAE': 9.21137852564925e-16, 'UK': 7.941403428226135e-05, 'ULA': 2.2527200691347558e-17, 'USA': 6.285480235509892e-13, 'SpaceX': 9.04437843807575e-18}",387,2021,0.9648562412942798,True,SpaceX,0.08324796891557762,1,0.020607747253372333,True
France,"{'p_389_2': 'SpaceX', 'p_389_1': 'SpaceX', 'p_389_0': 'SpaceX'}",8879584834569.27,"{'China': 0.8048976608187135, 'France': 0.6968932748538011, 'Germany': 0.7082993197278912, 'India': 0.7733159117305459, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8879373012267151, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.9736842105263158}","{'China': 0.035903696953140794, 'France': 0.542383079219387, 'Germany': 0.019101980883861135, 'India': 1.6675511660997205e-09, 'Israel': 0.4025767145610221, 'Japan': 1.7355876172969872e-08, 'Russia': 3.843267070926721e-09, 'UAE': 8.555902909625426e-10, 'UK': 3.548179740496713e-07, 'ULA': 1.4319522324080388e-06, 'USA': 3.27178215673846e-05, 'SpaceX': 6.85304089754211e-11}",389,2012,0.6948168424215722,True,SpaceX,0.08324796891557762,1,0.29064714612608,True
Russia,{},0.0,"{'China': 0.8048976608187135, 'France': 0.7128462603878116, 'Germany': 0.7082993197278912, 'India': 0.7733159117305459, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8879373012267151, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.9736842105263158}","{'China': 2.641102856724091e-20, 'France': 3.272030208901909e-07, 'Germany': 3.050524357004949e-16, 'India': 0.0474974195372292, 'Israel': 2.013651435588644e-15, 'Japan': 2.2595475913731413e-18, 'Russia': 0.9427862045738665, 'UAE': 8.537954271560411e-10, 'UK': 2.2292078493690678e-18, 'ULA': 0.009716047823488764, 'USA': 1.1445125518209748e-16, 'SpaceX': 8.596628187524465e-12}",398,2021,0.9648562412942798,True,SpaceX,0.08324796891557762,1,0.020607747253372333,True
SpaceX,{'p_399_0': 'SpaceX'},1.9890216361893166e+18,"{'China': 0.8048976608187135, 'France': 0.7128462603878116, 'Germany': 0.7082993197278912, 'India': 0.7733159117305459, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8914392605633803, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.9736842105263158}","{'China': 0.001279284862965153, 'France': 3.7153388331763376e-08, 'Germany': 6.110239917919539e-12, 'India': 0.004476176429497082, 'Israel': 2.9230590109715266e-12, 'Japan': 0.006447300739195346, 'Russia': 8.821813092185133e-06, 'UAE': 9.46578727080762e-06, 'UK': 2.2667548094104845e-07, 'ULA': 1.6134570050368872e-09, 'USA': 2.3941991611035677e-07, 'SpaceX': 0.9877784454967037}",399,2021,0.9854639885476522,True,SpaceX,0.08224494996293552,1,0.0,True
UK,{'p_404_0': 'SpaceX'},1.759544345549824e+18,"{'China': 0.8048976608187135, 'France': 0.7128462603878116, 'Germany': 0.7082993197278912, 'India': 0.7733159117305459, 'Israel': 0.7914810355207706, 'Japan': 0.8493405903286582, 'Russia': 0.8914392605633803, 'UAE': 0.7168981481481482, 'UK': 0.831842385516507, 'ULA': 0.8798692810457517, 'USA': 0.8904362416107382, 'SpaceX': 0.975}","{'China': 9.835211108329272e-25, 'France': 3.4893893547843305e-35, 'Germany': 2.869720181301705e-22, 'India': 1.0590100092915246e-26, 'Israel': 1.3698993336449393e-20, 'Japan': 8.046371152329252e-29, 'Russia': 1.0549519533725835e-26, 'UAE': 3.43864863280298e-30, 'UK': 1.0, 'ULA': 3.7514344224001115e-29, 'USA': 7.504846891386958e-28, 'SpaceX': 1.0083438206301876e-27}",404,2020,0.8740152822174178,True,SpaceX,0.08356073943661968,1,0.1114487063302344,True
