winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
ULA,"{'p_162_1': 'ULA', 'p_162_0': 'ULA'}",2.2486685371569513e+18,"{'China': 2.468218945127917, 'France': 2.543641877458744, 'Germany': 2.4761220096560135, 'India': 2.5447492298990784, 'Israel': 2.395328208691919, 'Japan': 2.5361212409029417, 'Russia': 2.5423545482201546, 'UAE': 2.4658473812861468, 'UK': 2.4674673657001143, 'ULA': 2.5646110282769663, 'USA': 2.531241223979408, 'SpaceX': 2.481993099199761}",162,2016,0.6433396218697132,False,SpaceX,0.01986179837788793,11,0.30407836147159917,True
India,{'p_170_0': 'India'},11617251365955.686,"{'China': 2.472239802523701, 'France': 2.5476627348545278, 'Germany': 2.479792533482984, 'India': 2.548770087294862, 'Israel': 2.3989987325188897, 'Japan': 2.5401420982987255, 'Russia': 2.5463754056159384, 'UAE': 2.4695179051131175, 'UK': 2.471488223095898, 'ULA': 2.3606696843433284, 'USA': 2.535262081375192, 'SpaceX': 2.485391343935464}",170,2013,0.7213064663142137,False,SpaceX,0.0011073524403344415,10,0.22611151702709864,True
France,{'p_179_0': 'France'},2.891159481132795e+18,"{'China': 2.476180738293512, 'France': 2.5516036706243392, 'Germany': 2.4833900991809914, 'India': 2.345729571555307, 'Israel': 2.4025962982168974, 'Japan': 2.544083034068537, 'Russia': 2.5503163413857495, 'UAE': 2.473115470811125, 'UK': 2.475429158865709, 'ULA': 2.364267250041336, 'USA': 2.5392030171450033, 'SpaceX': 2.488722042568932}",179,2015,0.575538597456634,False,SpaceX,0.0012873292385897628,9,0.3718793858846783,True
Russia,{'p_181_0': 'Russia'},9.741475116297874e+17,"{'China': 2.4800447388721714, 'France': 2.3482233764095697, 'Germany': 2.486917432979566, 'India': 2.3492569053538817, 'Israel': 2.406123632015472, 'Japan': 2.5479470346471964, 'Russia': 2.5541803419644094, 'UAE': 2.4766428046096998, 'UK': 2.479293159444369, 'ULA': 2.3677945838399106, 'USA': 2.5430670177236627, 'SpaceX': 2.4919877190982596}",181,2020,0.6691759060280565,True,SpaceX,0.006233307317212944,8,0.2782420773132558,True
Japan,{'p_182_0': 'Japan'},3.4516768819940946e+18,"{'China': 2.483834629034186, 'France': 2.3516830569632403, 'Germany': 2.4903771135332367, 'India': 2.3527165859075523, 'Israel': 2.4095833125691426, 'Japan': 2.551736924809211, 'Russia': 2.417148216340557, 'UAE': 2.4801024851633704, 'UK': 2.4830830496063836, 'ULA': 2.3712542643935812, 'USA': 2.5468569078856773, 'SpaceX': 2.4951907608936397}",182,2015,0.5903638008013787,False,SpaceX,0.004880016923533681,7,0.3570541825399336,True
USA,{'p_187_0': 'USA'},6.258484731935904e+18,"{'China': 2.4875530832545545, 'France': 2.355077525722484, 'Germany': 2.4937715822924806, 'India': 2.356111054666796, 'Israel': 2.412977781328386, 'Japan': 2.3480582649370687, 'Russia': 2.4205426850998, 'UAE': 2.483496953922614, 'UK': 2.4868015038267517, 'ULA': 2.3746487331528243, 'USA': 2.550575362106046, 'SpaceX': 2.4983334282989977}",187,2022,0.7534756519314919,True,SpaceX,0.05224193380704811,6,0.19394233140982042,True
SpaceX,"{'p_190_1': 'SpaceX', 'p_190_0': 'SpaceX'}",1.1208745414373505e+19,"{'China': 2.4912026360942146, 'France': 2.3584090964142987, 'Germany': 2.497103152984295, 'India': 2.3594426253586107, 'Israel': 2.4163093520202006, 'Japan': 2.351389835628883, 'Russia': 2.423874255791615, 'UAE': 2.4868285246144284, 'UK': 2.4904510566664118, 'ULA': 2.377980303844639, 'USA': 2.413501819833585, 'SpaceX': 2.5014178634092925}",190,2023,0.9474179833413123,True,SpaceX,0.0043147104249974255,9,0.0,True
Germany,{'p_192_0': 'Germany'},5.609895748637599e+18,"{'China': 2.494785691708542, 'France': 2.3616799637222363, 'Germany': 2.5003740202922327, 'India': 2.3627134926665483, 'Israel': 2.4195802193281386, 'Japan': 2.3546607029368207, 'Russia': 2.427145123099553, 'UAE': 2.4900993919223664, 'UK': 2.4940341122807395, 'ULA': 2.3812511711525772, 'USA': 2.4167726871415227, 'SpaceX': 2.4071003976243035}",192,2017,0.6696646208242205,True,SpaceX,0.005588328583690849,9,0.2777533625170918,True
China,{'p_196_0': 'China'},4.3752077563880525e+17,"{'China': 2.4983045325659616, 'France': 2.364892211245369, 'Germany': 2.390200673673929, 'India': 2.365925740189681, 'Israel': 2.422792466851271, 'Japan': 2.3578729504599534, 'Russia': 2.4303573706226853, 'UAE': 2.4933116394454986, 'UK': 2.497552953138159, 'ULA': 2.3844634186757094, 'USA': 2.4199849346646554, 'SpaceX': 2.40988228558258}",196,2020,0.6966244963664098,False,SpaceX,0.0007515794278027954,9,0.25079348697490256,True
UK,{'p_200_0': 'UK'},3.700290703120533e+18,"{'China': 2.2976530819645182, 'France': 2.368047818806623, 'Germany': 2.393122198581133, 'India': 2.3690813477509356, 'Israel': 2.425948074412526, 'Japan': 2.361028558021208, 'Russia': 2.43351297818394, 'UAE': 2.4964672470067537, 'UK': 2.501009748026025, 'ULA': 2.387619026236964, 'USA': 2.42314054222591, 'SpaceX': 2.4126151218950005}",200,2018,0.8150116957582139,True,SpaceX,0.004542501019271228,8,0.13240628758309847,True
UAE,{'p_201_0': 'UAE'},6.006687391149048e+18,"{'China': 2.300753932330945, 'France': 2.37114866917305, 'Germany': 2.395993028176758, 'India': 2.3721821981173625, 'Israel': 2.429048924778953, 'Japan': 2.364129408387635, 'Russia': 2.436613828550367, 'UAE': 2.4995680973731806, 'UK': 2.366719124864996, 'ULA': 2.390719876603391, 'USA': 2.426241392592337, 'SpaceX': 2.4153005370856606}",201,2019,0.8450644872980295,False,SpaceX,0.06295426882281374,7,0.10235349604328281,True
Russia,{'p_202_0': 'Russia'},7.860661974748035e+17,"{'China': 2.303801817401591, 'France': 2.374196554243696, 'Germany': 2.3988148214369582, 'India': 2.375230083188008, 'Israel': 2.4320968098495985, 'Japan': 2.3671772934582807, 'Russia': 2.4396617136210126, 'UAE': 2.326682357340209, 'UK': 2.3697670099356416, 'ULA': 2.3937677616740367, 'USA': 2.4292892776629826, 'SpaceX': 2.417940082984655}",202,2022,0.6691759060280565,False,SpaceX,0.0075649037714140555,11,0.2782420773132558,True
Israel,{'p_205_0': 'Israel'},5.851918090554202e+18,"{'China': 2.3067984439126126, 'France': 2.377193180754718, 'Germany': 2.4015891584923734, 'India': 2.37822670969903, 'Israel': 2.43509343636062, 'Japan': 2.3701739199693024, 'Russia': 2.2704370673742362, 'UAE': 2.329456694395624, 'UK': 2.3727636364466633, 'ULA': 2.3967643881850584, 'USA': 2.4322859041740044, 'SpaceX': 2.4205352376688536}",205,2024,0.6781725169436913,True,SpaceX,0.002807532186615447,10,0.26924546639762104,True
USA,{'p_213_0': 'USA'},5.03632283827996e+18,"{'China': 2.3097454387039695, 'France': 2.3801401755460745, 'Germany': 2.4043175455041372, 'India': 2.381173704490387, 'Israel': 2.328573357100299, 'Japan': 2.3731209147606593, 'Russia': 2.2731654543859996, 'UAE': 2.3321850814073875, 'UK': 2.3757106312380203, 'ULA': 2.3997113829764154, 'USA': 2.4352328989653613, 'SpaceX': 2.4230874100229896}",213,2021,0.7534756519314919,True,SpaceX,0.012145488942371774,10,0.19394233140982042,True
SpaceX,{'p_222_0': 'SpaceX'},5.230942125434959e+18,"{'China': 2.312644353587359, 'France': 2.3830390904294645, 'Germany': 2.407001419170709, 'India': 2.3840726193737765, 'Israel': 2.331257230766871, 'Japan': 2.376019829644049, 'Russia': 2.275849328052572, 'UAE': 2.3348689550739596, 'UK': 2.3786095461214103, 'ULA': 2.4026102978598054, 'USA': 2.3286251693419184, 'SpaceX': 2.4255979439554136}",222,2020,0.9474179833413123,True,SpaceX,0.018596524784704638,11,0.0,True
Germany,{'p_223_0': 'Germany'},5398733361896.164,"{'China': 2.315496669850954, 'France': 2.3858914066930588, 'Germany': 2.4096421508984527, 'India': 2.386924935637371, 'Israel': 2.3338979624946146, 'Japan': 2.3788721459076436, 'Russia': 2.2784900597803155, 'UAE': 2.3375096868017033, 'UK': 2.3814618623850046, 'ULA': 2.4054626141233997, 'USA': 2.331265901069662, 'SpaceX': 2.3463474376147255}",223,2013,0.6696646208242205,False,SpaceX,0.0041795367750530055,11,0.2777533625170918,True
ULA,{'p_224_0': 'ULA'},9650846123842.812,"{'China': 2.3183038024328546, 'France': 2.3886985392749596, 'Germany': 2.2613515113634057, 'India': 2.389732068219272, 'Israel': 2.3364968622616646, 'Japan': 2.3816792784895444, 'Russia': 2.2810889595473656, 'UAE': 2.3401085865687534, 'UK': 2.3842689949669054, 'ULA': 2.4082697467053005, 'USA': 2.333864800836712, 'SpaceX': 2.348639451770058}",224,2012,0.6433396218697132,True,SpaceX,0.018537678486028497,10,0.30407836147159917,True
India,"{'p_228_0': 'India', 'p_228_1': 'India'}",1.0485764627345938e+19,"{'China': 2.3210671037919752, 'France': 2.3914618406340806, 'Germany': 2.2637446005387165, 'India': 2.3924953695783926, 'Israel': 2.3390551822016676, 'Japan': 2.384442579848665, 'Russia': 2.2836472794873686, 'UAE': 2.3426669065087564, 'UK': 2.3870322963260264, 'ULA': 2.303121699537079, 'USA': 2.336423120776715, 'SpaceX': 2.3508956778818533}",228,2025,0.7213064663142137,False,SpaceX,0.0010335289443119677,11,0.22611151702709864,True
France,{'p_231_0': 'France'},1.0045854284029506e+19,"{'China': 2.3237878675021966, 'France': 2.3941826043443015, 'Germany': 2.2661008510294627, 'India': 2.2257615636860812, 'Israel': 2.3415741199313223, 'Japan': 2.3871633435588864, 'Russia': 2.2861662172170227, 'UAE': 2.3451858442384106, 'UK': 2.3897530600362473, 'ULA': 2.305640637266733, 'USA': 2.33894205850637, 'SpaceX': 2.353117172148761}",231,2023,0.575538597456634,False,SpaceX,0.004429544308054201,10,0.3718793858846783,True
UK,{'p_235_0': 'UK'},9.836408638950083e+17,"{'China': 2.3264673315931126, 'France': 2.2272733320127776, 'Germany': 2.268421335000724, 'India': 2.22824226539807, 'Israel': 2.3440548216433106, 'Japan': 2.3898428076498024, 'Russia': 2.288646918929012, 'UAE': 2.3476665459503994, 'UK': 2.3924325241271633, 'ULA': 2.308121338978722, 'USA': 2.3414227602183586, 'SpaceX': 2.3553049454177124}",235,2018,0.8150116957582139,True,SpaceX,0.0025897164773609482,9,0.13240628758309847,True
Japan,{'p_236_0': 'Japan'},6900920093624.571,"{'China': 2.3291066816584367, 'France': 2.2297168953535906, 'Germany': 2.270707079206775, 'India': 2.230685828738883, 'Israel': 2.346498384984124, 'Japan': 2.3924821577151265, 'Russia': 2.291090482269825, 'UAE': 2.3501101092912124, 'UK': 2.2880641975647897, 'ULA': 2.310564902319535, 'USA': 2.3438663235591717, 'SpaceX': 2.357459965721921}",236,2012,0.5903638008013787,False,SpaceX,0.03502219199320544,9,0.3570541825399336,True
SpaceX,{'p_239_0': 'SpaceX'},8.3021155980427e+18,"{'China': 2.331707053751116, 'France': 2.232124372103881, 'Germany': 2.272959067498327, 'India': 2.2330933054891733, 'Israel': 2.348905861734414, 'Japan': 2.225543815117554, 'Russia': 2.293497959020115, 'UAE': 2.3525175860415026, 'UK': 2.2904716743150795, 'ULA': 2.312972379069825, 'USA': 2.346273800309462, 'SpaceX': 2.3595831606447337}",239,2024,0.9474179833413123,True,SpaceX,0.007065574603231095,9,0.0,True
UAE,{'p_240_0': 'UAE'},2.677287217052767e+18,"{'China': 2.3342695370824127, 'France': 2.2344967706773273, 'Germany': 2.2751782431600045, 'India': 2.2354657040626202, 'Israel': 2.351278260307861, 'Japan': 2.2279162136910005, 'Russia': 2.2958703575935617, 'UAE': 2.3548899846149496, 'UK': 2.2928440728885264, 'ULA': 2.315344777643272, 'USA': 2.3486461988829084, 'SpaceX': 2.291835252228849}",240,2014,0.8450644872980295,True,SpaceX,0.0036117243070887817,9,0.10235349604328281,True
Israel,{'p_247_0': 'Israel'},1.2044233638733292e+19,"{'China': 2.3367951765406176, 'France': 2.2368350584525123, 'Germany': 2.2773655110916105, 'India': 2.2378039918378048, 'Israel': 2.3536165480830453, 'Japan': 2.2302545014661854, 'Russia': 2.2982086453687467, 'UAE': 2.2682996625299636, 'UK': 2.295182360663711, 'ULA': 2.3176830654184566, 'USA': 2.3509844866580933, 'SpaceX': 2.2937916041408797}",247,2017,0.6781725169436913,True,SpaceX,0.0026320614249519814,11,0.26924546639762104,True
USA,"{'p_248_1': 'USA', 'p_248_0': 'USA'}",1.0624179831878562e+19,"{'China': 2.3392849750436087, 'France': 2.239140163950965, 'Germany': 2.279521739845505, 'India': 2.2401090973362576, 'Israel': 2.267056621347775, 'Japan': 2.232559606964638, 'Russia': 2.300513750867199, 'UAE': 2.2704558912838584, 'UK': 2.2974874661621643, 'ULA': 2.3199881709169095, 'USA': 2.353289592156546, 'SpaceX': 2.295720193768379}",248,2018,0.7534756519314919,True,SpaceX,0.014004617112937545,11,0.19394233140982042,True
China,{'p_249_0': 'China'},1.0993731875897768e+19,"{'China': 2.3417398957381925, 'France': 2.241412978873358, 'Germany': 2.2816477635312906, 'India': 2.242381912258651, 'Israel': 2.26918264503356, 'Japan': 2.234832421887031, 'Russia': 2.3027865657895923, 'UAE': 2.272581914969644, 'UK': 2.299760281084557, 'ULA': 2.3222609858393026, 'USA': 2.266705410751252, 'SpaceX': 2.297621767161655}",249,2025,0.6966244963664098,True,SpaceX,0.019478909898889896,12,0.25079348697490256,True
ULA,{'p_250_0': 'ULA'},8.889099111790099e+17,"{'China': 2.240159294215277, 'France': 2.2436543600047507, 'Germany': 2.2837443835980036, 'India': 2.244623293390043, 'Israel': 2.271279265100273, 'Japan': 2.237073803018424, 'Russia': 2.305027946920985, 'UAE': 2.2746785350363568, 'UK': 2.3020016622159494, 'ULA': 2.324502366970695, 'USA': 2.268802030817965, 'SpaceX': 2.2994970411585194}",250,2022,0.6433396218697132,False,SpaceX,0.019474420049709895,12,0.30407836147159917,True
Russia,{'p_252_0': 'Russia'},42641378977471.266,"{'China': 2.2423700652093523, 'France': 2.2458651309988262, 'Germany': 2.2858123705031153, 'India': 2.2468340643841187, 'Israel': 2.2733472520053852, 'Japan': 2.2392845740124994, 'Russia': 2.3072387179150606, 'UAE': 2.2767465219414684, 'UK': 2.304212433210025, 'ULA': 2.180703974203419, 'USA': 2.270870017723077, 'SpaceX': 2.301346704877083}",252,2013,0.6691759060280565,True,SpaceX,0.003026284705035742,11,0.2782420773132558,True
UK,"{'p_253_0': 'UK', 'p_253_2': 'UK'}",8.849544524598526e+18,"{'China': 2.2445510182607196, 'France': 2.248046084050193, 'Germany': 2.287852465276829, 'India': 2.249015017435486, 'Israel': 2.2753873467790986, 'Japan': 2.241465527063866, 'Russia': 2.2232387324597584, 'UAE': 2.2787866167151822, 'UK': 2.306393386261392, 'ULA': 2.182744068977133, 'USA': 2.2729101124967905, 'SpaceX': 2.3031714211149095}",253,2023,0.8150116957582139,True,SpaceX,0.0032219651464826526,11,0.13240628758309847,True
SpaceX,{'p_256_0': 'SpaceX'},1.0276110802745209e+19,"{'China': 2.2467029156735694, 'France': 2.2501979814630433, 'Germany': 2.2898653809894216, 'India': 2.2511669148483358, 'Israel': 2.277400262491691, 'Japan': 2.2436174244767164, 'Russia': 2.225251648172351, 'UAE': 2.280799532427775, 'UK': 2.2224033802146708, 'ULA': 2.1847569846897255, 'USA': 2.274923028209383, 'SpaceX': 2.304971827661443}",256,2021,0.9474179833413123,True,SpaceX,0.015106446672021434,11,0.0,True
Germany,{'p_257_0': 'Germany'},7.931040213139212e+17,"{'China': 2.2488264913342793, 'France': 2.252321557123753, 'Germany': 2.2918518041287386, 'India': 2.2532904905090456, 'Israel': 2.2793866856310085, 'Japan': 2.245741000137426, 'Russia': 2.2272380713116684, 'UAE': 2.2827859555670917, 'UK': 2.2243898033539877, 'ULA': 2.1867434078290424, 'USA': 2.2769094513487005, 'SpaceX': 2.246026965809404}",257,2020,0.6696646208242205,False,SpaceX,0.009065848561646828,12,0.2777533625170918,True
UAE,{'p_262_0': 'UAE'},6.409236878288309e+18,"{'China': 2.2509224520949, 'France': 2.2544175178843737, 'Germany': 2.1639377447545853, 'India': 2.255386451269666, 'Israel': 2.2813472773965997, 'Japan': 2.247836960898047, 'Russia': 2.229198663077259, 'UAE': 2.284746547332683, 'UK': 2.226350395119579, 'ULA': 2.1887039995946336, 'USA': 2.2788700431142916, 'SpaceX': 2.247698964085024}",262,2014,0.8450644872980295,False,SpaceX,0.0033992699360831935,11,0.10235349604328281,True
Israel,{},0.0,"{'China': 2.25299147907391, 'France': 2.256486544863384, 'Germany': 2.1657624550353667, 'India': 2.2574554782486764, 'Israel': 2.2832826749164616, 'Japan': 2.2499059878770566, 'Russia': 2.231134060597121, 'UAE': 2.1572002647271447, 'UK': 2.228285792639441, 'ULA': 2.1906393971144955, 'USA': 2.2808054406341536, 'SpaceX': 2.2493494766356936}",263,2025,0.6781725169436913,False,SpaceX,0.0024772342823080606,10,0.26924546639762104,True
USA,"{'p_267_1': 'USA', 'p_267_0': 'USA'}",9.99325201289055e+18,"{'China': 2.255034228880071, 'France': 2.258529294669545, 'Germany': 2.1675639910279756, 'India': 2.2594982280548375, 'Israel': 2.155791379113453, 'Japan': 2.251948737683218, 'Russia': 2.2330448780725094, 'UAE': 2.1590018007197536, 'UK': 2.230196610114829, 'ULA': 2.192550214589884, 'USA': 2.282716258109542, 'SpaceX': 2.2509790272540044}",267,2020,0.7534756519314919,True,SpaceX,0.023218030054704464,9,0.19394233140982042,True
India,{'p_268_0': 'India'},7.053520896237209e+18,"{'China': 2.257051334764764, 'France': 2.260546400554238, 'Germany': 2.169342911207637, 'India': 2.2615153339395304, 'Israel': 2.1575702992931136, 'Japan': 2.2539658435679106, 'Russia': 2.2349317078558513, 'UAE': 2.1607807208994148, 'UK': 2.232083439898171, 'ULA': 2.1944370443732257, 'USA': 2.210786244693156, 'SpaceX': 2.2525881210998024}",268,2020,0.7213064663142137,True,SpaceX,0.0009689333852924698,12,0.22611151702709864,True
France,{'p_272_0': 'France'},1.1559745952933565e+18,"{'China': 2.259043407707741, 'France': 2.262538473497215, 'Germany': 2.1710997544078428, 'India': 2.1799436828490153, 'Israel': 2.1593271424933196, 'Japan': 2.255957916510888, 'Russia': 2.236795121466372, 'UAE': 2.1625375640996207, 'UK': 2.2339468535086917, 'ULA': 2.196300457983746, 'USA': 2.212543087893362, 'SpaceX': 2.254177245566322}",272,2016,0.575538597456634,False,SpaceX,0.0034950657894738946,12,0.3718793858846783,True
China,"{'p_273_0': 'China', 'p_273_1': 'China'}",7.806508784868811e+18,"{'China': 2.261011037440843, 'France': 2.1220487652147697, 'Germany': 2.1728350407231907, 'India': 2.1817842319303393, 'Israel': 2.161062428808668, 'Japan': 2.25792554624399, 'Russia': 2.238635670547696, 'UAE': 2.1642728504149686, 'UK': 2.2357874025900157, 'ULA': 2.1981410070650704, 'USA': 2.21427837420871, 'SpaceX': 2.2557468710968256}",273,2021,0.6966244963664098,False,SpaceX,0.003085491196853418,11,0.25079348697490256,True
Japan,{'p_278_0': 'Japan'},4.4890799034601364e+18,"{'China': 2.1205775087542005, 'France': 2.1238669824384107, 'Germany': 2.1745492723611997, 'India': 2.1836024491539803, 'Israel': 2.162776660446677, 'Japan': 2.2598693022170173, 'Russia': 2.240453887771337, 'UAE': 2.1659870820529776, 'UK': 2.2376056198136567, 'ULA': 2.1999592242887114, 'USA': 2.215992605846719, 'SpaceX': 2.257297451955107}",278,2021,0.5903638008013787,True,SpaceX,0.0025718502619103134,10,0.3570541825399336,True
SpaceX,{},0.0,"{'China': 2.122373908672555, 'France': 2.1256633823567657, 'Germany': 2.1762429344465217, 'India': 2.1853988490723353, 'Israel': 2.164470322531999, 'Japan': 2.178293446369634, 'Russia': 2.242250287689692, 'UAE': 2.1676807441382997, 'UK': 2.2394020197320117, 'ULA': 2.201755624207066, 'USA': 2.217686267932041, 'SpaceX': 2.2588294269529245}",281,2018,0.9474179833413123,True,SpaceX,0.016579139263232623,10,0.0,True
Russia,{'p_286_0': 'Russia'},9.230158455919214e+17,"{'China': 2.124148988524743, 'France': 2.1274384622089535, 'Germany': 2.1779164957806945, 'India': 2.1871739289245227, 'Israel': 2.1661438838661713, 'Japan': 2.180068526221822, 'Russia': 2.2440253675418798, 'UAE': 2.1693543054724724, 'UK': 2.2411770995841995, 'ULA': 2.203530704059254, 'USA': 2.219359829266214, 'SpaceX': 2.206812917920677}",286,2014,0.6691759060280565,True,SpaceX,0.0028482679576802283,10,0.2782420773132558,True
UK,{'p_287_0': 'UK'},6.32946435248172e+17,"{'China': 2.125903228998368, 'France': 2.1291927026825785, 'Germany': 2.1795704095603377, 'India': 2.188928169398148, 'Israel': 2.1677977976458145, 'Japan': 2.1818227666954475, 'Russia': 2.1741018841219932, 'UAE': 2.1710082192521156, 'UK': 2.2429313400578246, 'ULA': 2.2052849445328793, 'USA': 2.221013743045857, 'SpaceX': 2.2082452492695173}",287,2023,0.8150116957582139,False,SpaceX,0.021917597011967604,10,0.13240628758309847,True
USA,"{'p_288_0': 'USA', 'p_288_1': 'USA'}",16308265590793.71,"{'China': 2.1276370949500603, 'France': 2.1309265686342704, 'Germany': 2.1812051140564837, 'India': 2.19066203534984, 'Israel': 2.169432502141961, 'Japan': 2.1835566326471394, 'Russia': 2.1757365886181397, 'UAE': 2.1726429237482616, 'UK': 2.1174910022136637, 'ULA': 2.207018810484571, 'USA': 2.2226484475420034, 'SpaceX': 2.20966094489086}",288,2012,0.7534756519314919,True,SpaceX,0.012987502651143235,12,0.19394233140982042,True
SpaceX,{'p_294_0': 'SpaceX'},1.1498200881593602e+19,"{'China': 2.129351036087426, 'France': 2.1326405097716368, 'Germany': 2.1828210332575324, 'India': 2.1923759764872064, 'Israel': 2.1710484213430092, 'Japan': 2.1852705737845057, 'Russia': 2.177352507819188, 'UAE': 2.1742588429493104, 'UK': 2.119106921414712, 'ULA': 2.2087327516219375, 'USA': 2.16170428967057, 'SpaceX': 2.2110603719694315}",294,2022,0.9474179833413123,True,SpaceX,0.0023276203474940083,12,0.0,True
ULA,"{'p_296_0': 'ULA', 'p_296_1': 'ULA'}",1.003225011912295e+19,"{'China': 2.1310454876148697, 'France': 2.13433496129908, 'Germany': 2.1844185774781284, 'India': 2.1940704280146495, 'Israel': 2.1726459655636052, 'Japan': 2.186965025311949, 'Russia': 2.178950052039784, 'UAE': 2.1758563871699064, 'UK': 2.120704465635308, 'ULA': 2.2104272031493806, 'USA': 2.163219853190547, 'SpaceX': 2.1650265840150786}",296,2022,0.6433396218697132,True,SpaceX,0.016356775134731105,12,0.30407836147159917,True
India,{'p_298_0': 'India'},1.0828249648066908e+19,"{'China': 2.1327208708455254, 'France': 2.1360103445297356, 'Germany': 2.1859981439361054, 'India': 2.195745811245305, 'Israel': 2.1742255320215826, 'Japan': 2.1886404085426046, 'Russia': 2.1805296184977614, 'UAE': 2.1774359536278833, 'UK': 2.1222840320932854, 'ULA': 2.142284658541948, 'USA': 2.1647183615073904, 'SpaceX': 2.1663408627513645}",298,2025,0.7213064663142137,False,SpaceX,0.007105402702700658,12,0.22611151702709864,True
Japan,{},0.0,"{'China': 2.1343775937814313, 'France': 2.137667067465642, 'Germany': 2.1875601172994745, 'India': 2.0728430109447373, 'Israel': 2.1757875053849514, 'Japan': 2.1902971314785105, 'Russia': 2.1820915918611297, 'UAE': 2.1789979269912525, 'UK': 2.123846005456654, 'ULA': 2.1438466319053164, 'USA': 2.166200179549218, 'SpaceX': 2.167640503148103}",301,2022,0.5903638008013787,True,SpaceX,0.002737014179035935,11,0.3570541825399336,True
Germany,"{'p_302_1': 'Germany', 'p_302_0': 'Germany'}",7.992837922608882e+18,"{'China': 2.1360160516638755, 'France': 2.139305525348086, 'Germany': 2.189104870205294, 'India': 2.074387763850557, 'Israel': 2.177332258290771, 'Japan': 2.1232326612980064, 'Russia': 2.1836363447669496, 'UAE': 2.180542679897072, 'UK': 2.1253907583624736, 'ULA': 2.1453913848111363, 'USA': 2.1676656608305844, 'SpaceX': 2.1689258152580697}",302,2016,0.6696646208242205,True,SpaceX,0.005468525438344418,11,0.2777533625170918,True
Russia,{'p_303_0': 'Russia'},8.700829341958331e+17,"{'China': 2.1376366274957377, 'France': 2.1409261011799483, 'Germany': 2.129853042512345, 'India': 2.075915657397406, 'Israel': 2.17886015183762, 'Japan': 2.124760554844855, 'Russia': 2.1851642383137984, 'UAE': 2.182070573443921, 'UK': 2.126918651909323, 'ULA': 2.146919278357985, 'USA': 2.1691151479196793, 'SpaceX': 2.1701970995334428}",303,2014,0.6691759060280565,True,SpaceX,0.0030936648698771663,12,0.2782420773132558,True
UAE,"{'p_308_1': 'UAE', 'p_308_2': 'UAE'}",1.0356069970800224e+19,"{'China': 2.1392396925375134, 'France': 2.142529166221724, 'Germany': 2.1312868674746506, 'India': 2.0774270416130367, 'Israel': 2.1803715360532507, 'Japan': 2.126271939060486, 'Russia': 2.12610615916464, 'UAE': 2.1835819576595514, 'UK': 2.1284300361249535, 'ULA': 2.148430662573616, 'USA': 2.170548972881985, 'SpaceX': 2.1714546472149157}",308,2021,0.8450644872980295,False,SpaceX,0.003210421606300695,12,0.10235349604328281,True
Israel,{'p_311_1': 'Israel'},6.729843552899763e+18,"{'China': 2.1408256067785887, 'France': 2.144115080462799, 'Germany': 2.132705352294462, 'India': 2.0789222558986955, 'Israel': 2.1818667503389095, 'Japan': 2.127767153346145, 'Russia': 2.1275246439844517, 'UAE': 2.0719622246340412, 'UK': 2.1299252504106123, 'ULA': 2.149925876859275, 'USA': 2.1719674577017964, 'SpaceX': 2.1726987407013967}",311,2019,0.6781725169436913,False,SpaceX,0.009168009637512853,11,0.26924546639762104,True
SpaceX,{'p_314_0': 'SpaceX'},8.381675399960334e+17,"{'China': 2.1423947193852246, 'France': 2.1456841930694353, 'Germany': 2.1341088092755784, 'India': 2.080401629451493, 'Israel': 2.070324229567083, 'Japan': 2.129246526898942, 'Russia': 2.1289281009655676, 'UAE': 2.073365681615157, 'UK': 2.1314046239634097, 'ULA': 2.151405250412072, 'USA': 2.1733709146829123, 'SpaceX': 2.1739296539014368}",314,2015,0.9474179833413123,True,SpaceX,0.0005587392185244511,12,0.0,True
USA,{},0.0,"{'China': 2.1439473691266233, 'France': 2.1472368428108335, 'Germany': 2.1354975414223842, 'India': 2.0818654816660933, 'Israel': 2.0717129617138887, 'Japan': 2.1307103791135424, 'Russia': 2.1303168331123734, 'UAE': 2.074754413761963, 'UK': 2.13286847617801, 'ULA': 2.1528691026266724, 'USA': 2.174759646829718, 'SpaceX': 2.132562030331464}",315,2020,0.7534756519314919,True,SpaceX,0.021890544203045703,12,0.19394233140982042,True
ULA,{'p_317_0': 'ULA'},1.110516467493088e+19,"{'China': 2.1454838847803317, 'France': 2.1487733584645423, 'Germany': 2.1368718428024582, 'India': 2.083314122516942, 'Israel': 2.0730872630939627, 'Japan': 2.132159019964391, 'Russia': 2.1316911344924474, 'UAE': 2.076128715142037, 'UK': 2.134317117028859, 'ULA': 2.154317743477521, 'USA': 2.1220611707303667, 'SpaceX': 2.133723526990113}",317,2020,0.6433396218697132,True,SpaceX,0.005544385012978825,12,0.30407836147159917,True
France,{'p_319_0': 'France'},12349481929207.824,"{'China': 2.147004585518185, 'France': 2.1502940592023956, 'Germany': 2.1382319988917677, 'India': 2.0847478529221304, 'Israel': 2.0744474191832722, 'Japan': 2.13359275036958, 'Russia': 2.133051290581757, 'UAE': 2.0774888712313464, 'UK': 2.135750847434047, 'ULA': 2.0968192232551974, 'USA': 2.123358028677058, 'SpaceX': 2.134873068696088}",319,2013,0.575538597456634,False,SpaceX,0.00328947368421062,12,0.3718793858846783,True
