winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
Israel,{'p_197_0': 'SpaceX'},3612920893760.7,"{'China': 0.8325438596491228, 'France': 0.5614164086687307, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.7757864238410597, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7846493229879812, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 0.15132888998758215, 'France': 7.2486705216883694e-12, 'Germany': 1.7010176831872694e-17, 'India': 7.759567978479444e-06, 'Israel': 0.8425885374022478, 'Japan': 0.00017684009126156834, 'Russia': 8.85623608550484e-14, 'UAE': 1.0810267325140652e-14, 'UK': 0.005887989268955899, 'ULA': 1.3558846999803956e-16, 'USA': 9.773919594696073e-17, 'SpaceX': 9.983674625713058e-06}",197,2012,0.760047313928979,True,SpaceX,0.09245614035087724,1,0.1932609858321065,True
France,{'p_198_0': 'SpaceX'},1.6877242972244506e+18,"{'China': 0.8325438596491228, 'France': 0.5614164086687307, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.788975457732762, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7846493229879812, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 2.507286286094384e-15, 'France': 0.9999232293263312, 'Germany': 6.538657272078828e-15, 'India': 2.108417540926424e-17, 'Israel': 1.331615719431014e-15, 'Japan': 3.067712149720761e-17, 'Russia': 7.677067328207077e-05, 'UAE': 1.0127148929566753e-19, 'UK': 3.955297596298478e-18, 'ULA': 1.2986819846335648e-18, 'USA': 4.897718706907984e-20, 'SpaceX': 3.765090340501784e-13}",198,2022,0.5889058170663772,False,SpaceX,0.09245614035087724,1,0.3644024826947082,True
China,"{'p_202_0': 'SpaceX', 'p_202_1': 'SpaceX'}",2.721602287182921e+18,"{'China': 0.8325438596491228, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.788975457732762, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7846493229879812, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 0.9999959305723058, 'France': 1.3355869448263303e-16, 'Germany': 1.3751668596766344e-23, 'India': 4.1708222446721667e-22, 'Israel': 6.256392573664415e-19, 'Japan': 3.861595770341994e-20, 'Russia': 4.327203755514247e-25, 'UAE': 6.850950713906508e-24, 'UK': 1.9433177649945625e-21, 'ULA': 1.5604997196385565e-22, 'USA': 1.3747833150259755e-26, 'SpaceX': 4.0694276938994125e-06}",202,2020,0.8461338781048496,True,SpaceX,0.09245614035087724,1,0.10717442165623581,True
UK,{'p_204_0': 'SpaceX'},1.3655083035845135e+18,"{'China': 0.8430098684210526, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.788975457732762, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7846493229879812, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 4.473610324110638e-20, 'France': 3.2396169967677364e-23, 'Germany': 2.8976758100278718e-15, 'India': 1.6221596605978076e-15, 'Israel': 8.813126698795746e-18, 'Japan': 7.743336663372166e-16, 'Russia': 1.8963569227141637e-23, 'UAE': 1.2374122466913601e-12, 'UK': 0.9999999999987573, 'ULA': 1.631561370988009e-18, 'USA': 1.256577260191858e-22, 'SpaceX': 9.75831763034638e-24}",204,2021,0.8424731089686259,True,SpaceX,0.08199013157894741,1,0.11083519079245951,True
China,{'p_207_0': 'SpaceX'},2661832845716.408,"{'China': 0.8430098684210526, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.788975457732762, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 0.9999953690425899, 'France': 1.5347169476031426e-18, 'Germany': 2.0632906676172104e-20, 'India': 1.6699945878114138e-17, 'Israel': 4.374434341498509e-06, 'Japan': 3.842606636566851e-21, 'Russia': 1.001770804343014e-18, 'UAE': 4.930289332735123e-21, 'UK': 2.565230686957246e-07, 'ULA': 4.036357950267725e-21, 'USA': 1.0912505324365111e-21, 'SpaceX': 3.5957794596928205e-23}",207,2012,0.8461338781048496,True,SpaceX,0.08199013157894741,1,0.10717442165623581,True
Israel,"{'p_210_1': 'SpaceX', 'p_210_2': 'SpaceX'}",4.575283217057473e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.788975457732762, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 0.010135963982208451, 'France': 2.4802441078937015e-07, 'Germany': 1.9748121116295296e-14, 'India': 3.786903582629834e-10, 'Israel': 0.9898636170646373, 'Japan': 1.0188227834459752e-07, 'Russia': 9.798188123721632e-12, 'UAE': 4.600334529486032e-08, 'UK': 2.1044008377177233e-12, 'ULA': 2.259056937736892e-08, 'USA': 2.4662477070126854e-11, 'SpaceX': 3.7275327315348175e-11}",210,2022,0.760047313928979,True,SpaceX,0.07275541795665641,1,0.1932609858321065,True
Russia,"{'p_213_0': 'SpaceX', 'p_213_1': 'SpaceX'}",3.8696787493338225e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.8006990434142752, 'Japan': 0.7905170609168934, 'Russia': 0.6090040241448692, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 0.00036762786744799964, 'France': 4.70690421935966e-07, 'Germany': 3.483805195320225e-08, 'India': 8.330014284359548e-18, 'Israel': 9.363226763444803e-11, 'Japan': 2.2177799829502177e-12, 'Russia': 0.6540942877178396, 'UAE': 3.4459386183635854e-15, 'UK': 0.19254380470871577, 'ULA': 0.15299367989224325, 'USA': 1.4283404565436833e-08, 'SpaceX': 7.990602141307037e-08}",213,2019,0.42804678735800195,False,SpaceX,0.07275541795665641,1,0.5252615124030835,True
SpaceX,"{'p_215_1': 'SpaceX', 'p_215_0': 'SpaceX'}",1.2644984168094735e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.8006990434142752, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.925}","{'China': 2.666876696471977e-15, 'France': 1.5604569608217553e-14, 'Germany': 2.058578018646183e-11, 'India': 1.3191930148964952e-17, 'Israel': 4.663360895855569e-16, 'Japan': 1.5590822918266155e-18, 'Russia': 1.3896997918790416e-08, 'UAE': 3.4353791837224354e-18, 'UK': 7.386279169633632e-12, 'ULA': 1.870581458101244e-09, 'USA': 9.330563034964851e-07, 'SpaceX': 0.9999990511481264}",215,2017,0.9533082997610854,True,SpaceX,0.07275541795665641,1,0.0,True
ULA,{'p_216_0': 'SpaceX'},3920262539589.373,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.8006990434142752, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.7364705882352942, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 7.641665348437694e-26, 'France': 5.473079374280839e-21, 'Germany': 6.345634866322544e-27, 'India': 7.374715272478788e-23, 'Israel': 4.7461892429979777e-23, 'Japan': 3.845292588687034e-20, 'Russia': 2.7596878210018736e-25, 'UAE': 1.0463788923651676e-16, 'UK': 1.4649595659593814e-22, 'ULA': 0.9999999999999907, 'USA': 1.6744646062851724e-19, 'SpaceX': 9.038705793657334e-15}",216,2013,0.6046586601053787,True,SpaceX,0.07632684652808497,1,0.3486496396557067,True
Israel,{'p_218_2': 'SpaceX'},3.372325424630215e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.8006990434142752, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 6.022905910600299e-26, 'France': 4.875449023865746e-23, 'Germany': 4.895543818117546e-23, 'India': 3.654396388949389e-31, 'Israel': 1.0, 'Japan': 7.907016019671582e-21, 'Russia': 1.021188948340598e-27, 'UAE': 8.53638610097544e-27, 'UK': 3.132808901897253e-18, 'ULA': 2.189161934743915e-24, 'USA': 1.1376069181965626e-23, 'SpaceX': 3.1904510288115546e-22}",218,2016,0.760047313928979,False,SpaceX,0.07632684652808497,1,0.1932609858321065,True
India,{'p_221_0': 'SpaceX'},1.1699420267517914e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7542558486809359, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 1.2957918244337212e-11, 'France': 6.119701972100767e-20, 'Germany': 1.568177322959326e-17, 'India': 0.9999999978056289, 'Israel': 2.271736835585706e-18, 'Japan': 9.91320627769028e-11, 'Russia': 1.290049961685441e-15, 'UAE': 3.2443275915021143e-10, 'UK': 7.1247560554507e-20, 'ULA': 5.99523120616786e-13, 'USA': 2.434655562369238e-13, 'SpaceX': 1.7570043422116964e-09}",221,2018,0.8356141422236415,True,SpaceX,0.07632684652808497,1,0.11769415753744394,True
UK,{'p_225_0': 'SpaceX'},2.1503294350194977e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7706387921022068, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7944379901248911, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 0.00010313377998004281, 'France': 8.901709611661639e-13, 'Germany': 2.698124211603967e-10, 'India': 6.412111274241003e-11, 'Israel': 6.31310203760112e-17, 'Japan': 3.063675457496877e-12, 'Russia': 1.5376142782982118e-11, 'UAE': 6.994126371752051e-14, 'UK': 0.999888305675579, 'ULA': 6.486219892067775e-07, 'USA': 3.54279377867135e-17, 'SpaceX': 7.911569118329011e-06}",225,2018,0.8424731089686259,False,SpaceX,0.07632684652808497,1,0.11083519079245951,True
Germany,{'p_226_0': 'SpaceX'},3.699866518403031e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.590249433106576, 'India': 0.7706387921022068, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 0.4543265469135446, 'France': 0.004642178613523408, 'Germany': 0.5399080100966093, 'India': 1.0829663340126099e-12, 'Israel': 2.0916043884947646e-09, 'Japan': 8.987756577188482e-15, 'Russia': 2.2704706396935978e-07, 'UAE': 2.615491245520175e-13, 'UK': 1.9734934129370864e-07, 'ULA': 0.0011227622539325523, 'USA': 2.455343565485899e-11, 'SpaceX': 7.560847363882275e-08}",226,2020,0.5916684889019738,True,SpaceX,0.07632684652808497,1,0.3616398108591117,True
Germany,"{'p_228_0': 'SpaceX', 'p_228_1': 'SpaceX'}",3.714151366123784e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.6118152524167563, 'India': 0.7706387921022068, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 1.594833583633441e-08, 'France': 0.0023691294226071305, 'Germany': 0.8938040456939091, 'India': 0.10382488016914211, 'Israel': 7.654859257126973e-11, 'Japan': 1.1764651022290892e-11, 'Russia': 3.006110560260195e-15, 'UAE': 4.48343531473743e-11, 'UK': 9.903442865706628e-10, 'ULA': 2.3599354019394147e-13, 'USA': 1.9275605320294327e-06, 'SpaceX': 8.17428372764428e-11}",228,2020,0.5916684889019738,False,SpaceX,0.07632684652808497,1,0.3616398108591117,True
Germany,{'p_231_1': 'SpaceX'},3.177418593471267e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.5812244897959185, 'India': 0.7706387921022068, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 3.722958805785517e-12, 'France': 4.186517852180574e-18, 'Germany': 0.9988517938010522, 'India': 5.848650852050374e-17, 'Israel': 1.6496066394007633e-16, 'Japan': 1.6699987618129012e-19, 'Russia': 1.0589950289125685e-19, 'UAE': 0.0011481931033643297, 'UK': 1.3057978720364958e-13, 'ULA': 1.3091729873382156e-08, 'USA': 4.660199691696866e-18, 'SpaceX': 5.410454461838563e-20}",231,2023,0.5916684889019738,True,SpaceX,0.07632684652808497,1,0.3616398108591117,True
India,{'p_233_0': 'SpaceX'},1.2132014537693059e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.6011661807580175, 'India': 0.7706387921022068, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 3.0258488875007914e-10, 'France': 9.513999441246528e-17, 'Germany': 2.8740517951713462e-11, 'India': 0.969274399836702, 'Israel': 8.860271546188547e-06, 'Japan': 2.1640567566586713e-13, 'Russia': 1.629718841165068e-11, 'UAE': 1.125115055653292e-11, 'UK': 8.320009438682818e-18, 'ULA': 0.030716702146364367, 'USA': 3.738629263057313e-08, 'SpaceX': 4.4344932877485265e-15}",233,2015,0.8356141422236415,True,SpaceX,0.07632684652808497,1,0.11769415753744394,True
Japan,{'p_239_0': 'SpaceX'},3.324663092481122e+17,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7585569884977345, 'Japan': 0.7905170609168934, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 2.735359784673895e-14, 'France': 7.681952296450858e-16, 'Germany': 1.9922957886173087e-07, 'India': 4.1013080511075205e-19, 'Israel': 2.479099755152136e-15, 'Japan': 0.9999575573110504, 'Russia': 2.880462863919971e-21, 'UAE': 6.658109056868895e-12, 'UK': 6.736994020155098e-14, 'ULA': 2.0118475654275774e-10, 'USA': 4.1440527298952376e-05, 'SpaceX': 8.027241308830353e-07}",239,2016,0.951678293383076,True,SpaceX,0.07632684652808497,1,0.0016300063780094742,True
ULA,{'p_240_0': 'SpaceX'},9.340679711448634e+17,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7585569884977345, 'Japan': 0.802155001977066, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.756742081447964, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 2.5025016982622215e-15, 'France': 7.134192777135718e-18, 'Germany': 2.478667084469958e-13, 'India': 1.1486967789988046e-16, 'Israel': 3.928508488669681e-12, 'Japan': 1.1086199760103708e-07, 'Russia': 1.5097702899177232e-13, 'UAE': 1.3054552232827654e-17, 'UK': 3.238108637296952e-10, 'ULA': 0.999999888809861, 'USA': 5.607500506680974e-16, 'SpaceX': 1.1700392049229028e-20}",240,2014,0.6046586601053787,True,SpaceX,0.07632684652808497,1,0.3486496396557067,True
France,{'p_246_2': 'SpaceX'},1.1934897280485005e+18,"{'China': 0.8522445820433436, 'France': 0.5302266081871345, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7585569884977345, 'Japan': 0.802155001977066, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 3.8723658595450555e-20, 'France': 0.9999999658034205, 'Germany': 3.415675424069739e-08, 'India': 2.9003458026504174e-17, 'Israel': 2.242976893067586e-21, 'Japan': 4.416419835140485e-12, 'Russia': 2.092497771667723e-11, 'UAE': 3.909523128394508e-14, 'UK': 1.7381430310450562e-20, 'ULA': 1.2956900819751597e-19, 'USA': 6.615759748236763e-15, 'SpaceX': 1.443820285251873e-11}",246,2016,0.5889058170663772,False,SpaceX,0.07632684652808497,1,0.3644024826947082,True
Israel,{'p_248_1': 'SpaceX'},2.6471127194033546e+18,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7585569884977345, 'Japan': 0.802155001977066, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 3.507621171543965e-10, 'France': 1.2857637336807926e-14, 'Germany': 2.6193585450928655e-10, 'India': 1.2845297901577722e-12, 'Israel': 0.47972716732829, 'Japan': 0.3014290168346475, 'Russia': 1.377478535264332e-13, 'UAE': 0.21884340240742386, 'UK': 4.1281498189390226e-07, 'ULA': 3.621361517231577e-16, 'USA': 7.845261801624476e-14, 'SpaceX': 4.450104257453698e-13}",248,2020,0.760047313928979,True,SpaceX,0.07632684652808497,1,0.1932609858321065,True
UK,{'p_249_0': 'SpaceX'},1.6405349425539988e+18,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7706291390728477, 'Japan': 0.802155001977066, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.759897207945548, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 1.4644824681266784e-09, 'France': 8.138340065940815e-10, 'Germany': 0.9797718341751886, 'India': 9.226909868334937e-11, 'Israel': 1.8216557608230198e-13, 'Japan': 0.003214390510289954, 'Russia': 3.4414624399258324e-09, 'UAE': 2.2575385133366763e-14, 'UK': 0.017011733514270964, 'ULA': 6.967854853328242e-10, 'USA': 1.944038150490147e-14, 'SpaceX': 2.0352911928172894e-06}",249,2021,0.8424731089686259,True,SpaceX,0.07632684652808497,1,0.11083519079245951,True
UK,{'p_254_0': 'SpaceX'},1.3614660546691668e+18,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7706291390728477, 'Japan': 0.802155001977066, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7699014909478169, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 1.2069578420623986e-18, 'France': 6.61804142228414e-15, 'Germany': 3.612112732123658e-06, 'India': 6.996224772521261e-07, 'Israel': 1.1269733087022336e-17, 'Japan': 4.03829096032126e-11, 'Russia': 9.279443390667699e-05, 'UAE': 9.037019369700655e-17, 'UK': 0.9998933117335886, 'ULA': 9.582056687307462e-06, 'USA': 2.306070851902379e-14, 'SpaceX': 1.9523564370120893e-13}",254,2024,0.8424731089686259,False,SpaceX,0.07632684652808497,1,0.11083519079245951,True
Russia,{'p_257_0': 'SpaceX'},4.494335398645807e+17,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7706291390728477, 'Japan': 0.802155001977066, 'Russia': 0.5684037558685446, 'UAE': 0.8054131054131055, 'UK': 0.7391054313099041, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 3.7779114885248345e-13, 'France': 1.8845303870239004e-10, 'Germany': 2.0166332860818884e-05, 'India': 2.6513464694750976e-14, 'Israel': 6.884407853131508e-17, 'Japan': 8.612591792819829e-17, 'Russia': 0.9999798311836178, 'UAE': 1.6013771022921608e-13, 'UK': 2.174379745913049e-09, 'ULA': 7.397972458268379e-13, 'USA': 4.444263981286039e-17, 'SpaceX': 1.1938413282414035e-10}",257,2019,0.42804678735800195,False,SpaceX,0.07632684652808497,1,0.5252615124030835,True
Israel,"{'p_259_1': 'SpaceX', 'p_259_2': 'SpaceX', 'p_259_0': 'SpaceX'}",4.540307087804501e+18,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7706291390728477, 'Japan': 0.802155001977066, 'Russia': 0.5328785211267606, 'UAE': 0.8054131054131055, 'UK': 0.7391054313099041, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 8.21118062108583e-24, 'France': 4.060458956579053e-25, 'Germany': 4.060318827180566e-24, 'India': 5.650585423830841e-27, 'Israel': 0.9999999999697775, 'Japan': 5.328857653133921e-21, 'Russia': 1.2004906134816863e-24, 'UAE': 6.239737771663337e-16, 'UK': 3.022119288790916e-11, 'ULA': 2.3236283108992243e-25, 'USA': 4.369315624824888e-27, 'SpaceX': 6.624452811282082e-16}",259,2017,0.760047313928979,True,SpaceX,0.07632684652808497,1,0.1932609858321065,True
SpaceX,{'p_262_0': 'SpaceX'},1.5052076884263887e+18,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7815515610217597, 'Japan': 0.802155001977066, 'Russia': 0.5328785211267606, 'UAE': 0.8054131054131055, 'UK': 0.7391054313099041, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9285714285714286}","{'China': 4.3311993480722097e-16, 'France': 6.775702487007322e-13, 'Germany': 1.3935426407554924e-13, 'India': 0.016591075579793158, 'Israel': 2.0127586257405167e-08, 'Japan': 3.8163730418703396e-20, 'Russia': 1.9950747717370108e-10, 'UAE': 1.2071517788983287e-05, 'UK': 1.250798067086245e-06, 'ULA': 0.03897436027708349, 'USA': 7.079826082496262e-15, 'SpaceX': 0.9444212214993492}",262,2014,0.9533082997610854,True,SpaceX,0.07632684652808497,1,0.0,True
UK,{'p_266_0': 'SpaceX'},9.644213975071363e+17,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7815515610217597, 'Japan': 0.802155001977066, 'Russia': 0.5328785211267606, 'UAE': 0.8054131054131055, 'UK': 0.7391054313099041, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9318181818181818}","{'China': 7.200105772293292e-09, 'France': 3.959548486982251e-11, 'Germany': 1.647780394577806e-12, 'India': 0.0010580688646874535, 'Israel': 7.982440757370701e-06, 'Japan': 2.1842988772677152e-10, 'Russia': 1.6519434677785792e-10, 'UAE': 1.8760124430072836e-05, 'UK': 0.9550084615864477, 'ULA': 2.261744549076184e-16, 'USA': 0.03296322537671913, 'SpaceX': 0.01094349398198479}",266,2016,0.8424731089686259,True,SpaceX,0.07957359977483813,1,0.11083519079245951,True
UK,{'p_268_0': 'SpaceX'},2502440287187.273,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7815515610217597, 'Japan': 0.802155001977066, 'Russia': 0.5328785211267606, 'UAE': 0.8054131054131055, 'UK': 0.7491398377979848, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9318181818181818}","{'China': 2.459469314750852e-09, 'France': 4.484262306713311e-14, 'Germany': 9.460398138528336e-19, 'India': 0.012639872075610474, 'Israel': 7.281559464035919e-12, 'Japan': 2.3034918976943596e-13, 'Russia': 2.636233496852735e-14, 'UAE': 2.0538832575334148e-08, 'UK': 0.9873192851449122, 'ULA': 4.081977108325028e-05, 'USA': 7.452359591436769e-14, 'SpaceX': 2.434461902583664e-12}",268,2013,0.8424731089686259,False,SpaceX,0.07957359977483813,1,0.11083519079245951,True
Japan,{},0.0,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7815515610217597, 'Japan': 0.802155001977066, 'Russia': 0.5328785211267606, 'UAE': 0.8054131054131055, 'UK': 0.7213939178795409, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9318181818181818}","{'China': 4.910112755353585e-11, 'France': 2.6870093296087604e-19, 'Germany': 3.386595992454995e-21, 'India': 2.1949311315544883e-18, 'Israel': 1.7442422726414076e-19, 'Japan': 0.9999999999492365, 'Russia': 1.5971581995040596e-12, 'UAE': 2.6115030025263727e-21, 'UK': 1.8170195971213373e-21, 'ULA': 1.0087455943000356e-17, 'USA': 6.515661170337755e-14, 'SpaceX': 2.8722315134407754e-22}",274,2018,0.951678293383076,True,SpaceX,0.07957359977483813,1,0.0016300063780094742,True
ULA,"{'p_275_1': 'SpaceX', 'p_275_0': 'SpaceX'}",32742195799191.812,"{'China': 0.8522445820433436, 'France': 0.502319944598338, 'Germany': 0.6011661807580175, 'India': 0.7849738675958189, 'Israel': 0.7815515610217597, 'Japan': 0.8125678966098521, 'Russia': 0.5328785211267606, 'UAE': 0.8054131054131055, 'UK': 0.7213939178795409, 'ULA': 0.7741176470588237, 'USA': 0.7208053691275167, 'SpaceX': 0.9318181818181818}","{'China': 3.2860113430797396e-05, 'France': 7.519833471251314e-14, 'Germany': 3.504855293793386e-06, 'India': 0.5646367608624162, 'Israel': 2.5598354402406786e-10, 'Japan': 4.283705495278923e-10, 'Russia': 1.1728883052994874e-12, 'UAE': 4.084862981261664e-12, 'UK': 7.567333176583012e-10, 'ULA': 0.43532415696286897, 'USA': 8.765185900491997e-15, 'SpaceX': 2.715759561323346e-06}",275,2013,0.6046586601053787,True,SpaceX,0.07957359977483813,1,0.3486496396557067,True
